request,category,action,confidence,capabilities
"restore /var/log from /backup/daily",automation,emergency_response,0.76,"service_management|system_monitoring|process_management"
"set permissions for /home/user",configuration,update_environment,0.94,"system_info|service_management|disk_management"
"restart nginx service",automation,start_service,0.94,"service_management|system_monitoring"
"show process list",information,get_status_info,0.89,"system_info|system_monitoring"
"list available credentials",asset_management,count_assets,0.9,"asset_management|asset_query|network_info"
"run cleanup.py on web-01",automation,run_script,0.82,"system_info|process_management|service_management"
"update development settings",configuration,set_permissions,0.94,"system_info|disk_management"
"show dashboard for apache",monitoring,check_status,0.86,"system_monitoring|service_management|memory_monitoring"
"list available servers",information,show_examples,0.97,"system_info"
"update nginx configuration",configuration,update_config,0.96,"system_info|service_management|disk_management"
"what is the status of service",information,show_examples,0.77,"system_info|infrastructure_info"
"get information about load balancer",asset_management,list_assets,0.91,"asset_management|resource_listing"
"query assets in AWS us-east-1",asset_management,count_assets,0.94,"asset_management|asset_query"
"configure nginx on db-server",configuration,configure_service,0.83,"service_management|system_info"
"deploy application to staging",automation,execute_command,0.88,"system_info|process_management|disk_management"
"fix connection issue on server1",troubleshooting,diagnose_performance,0.92,"system_monitoring|memory_monitoring|process_monitoring"
"check alerts for test",monitoring,check_alerts,0.82,"system_monitoring|log_analysis"
"get credentials for ssh",asset_management,search_assets,0.94,"asset_management|asset_query"
"view logs for docker",monitoring,check_alerts,0.91,"system_monitoring|log_analysis"
"count active servers",asset_management,find_asset,0.81,"asset_management|asset_query|resource_listing"
"get CPU metrics for prod-web-01",monitoring,view_logs,0.78,"log_analysis|system_info"
"check alerts for test",monitoring,monitor_performance,0.79,"system_monitoring|memory_monitoring|process_monitoring"
"list available services",information,show_documentation,0.94,"system_info|resource_listing"
"diagnose performance issues on web-01",troubleshooting,investigate_error,0.93,"log_analysis|system_monitoring"
"show examples of curl commands",information,show_examples,0.78,"system_info|resource_listing"
"view logs for docker",monitoring,view_dashboard,0.78,"system_monitoring|api_query"
"analyze logs for 404 error",troubleshooting,analyze_logs,0.96,"log_analysis|text_search"
"monitor performance of prod-web-01",monitoring,monitor_performance,0.91,"system_monitoring|memory_monitoring|process_monitoring"
"check connectivity to server1",troubleshooting,diagnose_performance,0.85,"system_monitoring|memory_monitoring|process_monitoring|log_analysis"
"check alerts for test",monitoring,get_metrics,0.79,"system_monitoring|memory_monitoring|disk_monitoring"
"update staging settings",configuration,set_permissions,0.87,"system_info|disk_management"
"update security settings for nginx",configuration,update_environment,0.93,"system_info|service_management"
"update apache configuration",configuration,set_permissions,0.92,"system_info|disk_management"
"get CPU metrics for server1",monitoring,view_dashboard,0.81,"system_monitoring|api_query|disk_monitoring"
"modify max_connections in nginx",configuration,update_config,0.81,"system_info|service_management"
"get credentials for apache",asset_management,asset_discovery,0.97,"asset_management|network_info|asset_query"
"update staging settings",configuration,update_environment,0.75,"system_info|service_management"
"restore /etc/nginx from /backup/daily",automation,restore_data,0.87,"disk_management|system_info"
"list hosts in test",asset_management,get_asset_info,0.88,"asset_management|asset_query"
"query assets in on-premises",asset_management,get_asset,0.94,"asset_management|asset_query"
"how do I monitor CPU",information,get_status_info,0.93,"system_info|system_monitoring"
"debug web app performance",troubleshooting,diagnose_issue,0.96,"system_monitoring|log_analysis|process_monitoring"
"get server list",information,describe_system,0.78,"system_info|infrastructure_info|resource_listing"
"deploy webapp to production",automation,stop_service,0.93,"service_management|system_monitoring|system_info"
"read /etc/hostname",information,get_help,0.85,"system_info"
"list available credentials",asset_management,query_assets,0.76,"asset_management|asset_query|resource_listing"
"update postgresql configuration",configuration,update_environment,0.89,"system_info|service_management|disk_management"
"configure mysql on 192.168.1.100",configuration,update_config,0.81,"system_info|service_management"
"stop apache",automation,run_script,0.84,"system_info|process_management"
"query assets in datacenter-1",asset_management,list_assets,0.77,"asset_management|resource_listing|asset_query"
"emergency shutdown of nginx",automation,backup_data,0.85,"disk_management|system_info"
"list available credentials",asset_management,search_assets,0.96,"asset_management|asset_query"
"get asset web-staging-02",asset_management,asset_discovery,0.8,"asset_management|network_info|resource_listing"
"run maintenance.sh on prod-web-01",automation,restart_service,0.92,"service_management|system_monitoring"
"how do I restart a service",information,show_documentation,0.89,"system_info|resource_listing"
"restore /home/user from /backup/daily",automation,run_script,0.92,"system_info|process_management"
"fix slow response on web-01",troubleshooting,analyze_logs,0.97,"log_analysis|text_search"
"update test settings",configuration,update_environment,0.93,"system_info|service_management"
"diagnose performance issues on prod-web-01",troubleshooting,analyze_logs,0.82,"log_analysis|text_search"
"restore /var/log from /snapshots/latest",automation,deploy_application,0.97,"service_management|disk_management|system_monitoring"
"check health of database",monitoring,view_dashboard,0.75,"system_monitoring|api_query"
"check connectivity to web-01",troubleshooting,fix_problem,0.8,"service_management|system_info|process_management"
"investigate 404 error in web app",troubleshooting,diagnose_performance,0.89,"system_monitoring|memory_monitoring|process_monitoring"
"get asset server-001",asset_management,get_asset_info,0.86,"asset_management|asset_query|resource_listing"
"investigate permission denied in database",troubleshooting,fix_problem,0.91,"service_management|system_info|process_management"
"display contents of /var/log/nginx/access.log",information,answer_question,0.95,"system_info"
"change port to 100",configuration,change_settings,0.84,"system_info|service_management"
"analyze logs for out of memory",troubleshooting,investigate_error,0.94,"log_analysis|system_monitoring"
"analyze logs for out of memory",troubleshooting,fix_problem,0.94,"service_management|system_info|process_management"
"show dashboard for postgresql",monitoring,get_metrics,0.94,"system_monitoring|memory_monitoring|disk_monitoring"
"view logs for docker",monitoring,check_status,0.87,"system_monitoring|service_management"
"monitor performance of 192.168.1.100",monitoring,check_health,0.84,"system_monitoring|service_management"
"what is the status of database",information,math,0.89,"system_info"
"backup /etc/nginx to /backup",automation,backup_data,0.81,"disk_management|system_info"
"debug API performance",troubleshooting,diagnose_issue,0.93,"system_monitoring|log_analysis|process_monitoring"
"list available credentials",asset_management,list_hosts,0.97,"asset_management|resource_listing"
"stop mysql",automation,emergency_response,0.9,"service_management|system_monitoring|process_management"
"what is the status of web server",information,describe_system,0.78,"system_info|infrastructure_info|resource_listing"
"start redis on db-server",automation,emergency_response,0.97,"service_management|system_monitoring|process_management"
"update security settings for docker",configuration,update_config,0.76,"system_info|service_management"
